datetime,date,time,month,week,category,amount,description,type
2024-04-25 14:33:28,2024-04-25,14:33:28,April 2024,Week 17,Groceries,360.98,Groceries expense,need
2024-04-25 23:40:28,2024-04-25,23:40:28,April 2024,Week 17,Healthcare,68.14,Healthcare expense,need
2024-04-26 07:58:06,2024-04-26,07:58:06,April 2024,Week 17,Rent,963.95,Rent expense,need
2024-04-26 08:41:34,2024-04-26,08:41:34,April 2024,Week 17,Dining Out,149.77,Dining Out expense,want
2024-04-27 13:37:37,2024-04-27,13:37:37,April 2024,Week 17,Dining Out,63.4,Dining Out expense,want
2024-04-28 05:48:30,2024-04-28,05:48:30,April 2024,Week 17,Transport,468.91,Transport expense,need
2024-04-28 14:18:16,2024-04-28,14:18:16,April 2024,Week 17,Transport,202.53,Transport expense,need
2024-04-29 13:46:51,2024-04-29,13:46:51,April 2024,Week 18,Travel,280.42,Travel expense,want
2024-04-29 18:15:07,2024-04-29,18:15:07,April 2024,Week 18,Shopping,409.9,Shopping expense,want
2024-04-29 19:15:31,2024-04-29,19:15:31,April 2024,Week 18,Transport,264.11,Transport expense,need
2024-04-30 01:33:39,2024-04-30,01:33:39,April 2024,Week 18,Entertainment,249.82,Entertainment expense,want
2024-04-30 08:39:05,2024-04-30,08:39:05,April 2024,Week 18,Subscriptions,23.15,Subscriptions expense,want
2024-04-30 15:58:28,2024-04-30,15:58:28,April 2024,Week 18,Rent,1550.24,Rent expense,need
2024-04-30 19:23:32,2024-04-30,19:23:32,April 2024,Week 18,Healthcare,245.52,Healthcare expense,need
2024-05-01 10:06:23,2024-05-01,10:06:23,May 2024,Week 18,Travel,219.75,Travel expense,want
2024-05-02 03:44:33,2024-05-02,03:44:33,May 2024,Week 18,Groceries,374.66,Groceries expense,need
2024-05-02 07:02:56,2024-05-02,07:02:56,May 2024,Week 18,Travel,447.7,Travel expense,want
2024-05-02 22:19:57,2024-05-02,22:19:57,May 2024,Week 18,Rent,1907.34,Rent expense,need
2024-05-03 04:21:54,2024-05-03,04:21:54,May 2024,Week 18,Food Delivery,21.76,Food Delivery expense,want
2024-05-04 12:00:11,2024-05-04,12:00:11,May 2024,Week 18,Transport,204.4,Transport expense,need
2024-05-05 05:42:19,2024-05-05,05:42:19,May 2024,Week 18,Travel,616.59,Travel expense,want
2024-05-05 19:38:21,2024-05-05,19:38:21,May 2024,Week 18,Shopping,436.67,Shopping expense,want
2024-05-05 21:36:00,2024-05-05,21:36:00,May 2024,Week 18,Healthcare,50.32,Healthcare expense,need
2024-05-06 01:42:20,2024-05-06,01:42:20,May 2024,Week 19,Dining Out,95.43,Dining Out expense,want
2024-05-06 02:33:11,2024-05-06,02:33:11,May 2024,Week 19,Dining Out,176.41,Dining Out expense,want
2024-05-06 04:04:31,2024-05-06,04:04:31,May 2024,Week 19,Subscriptions,22.04,Subscriptions expense,want
2024-05-06 06:19:35,2024-05-06,06:19:35,May 2024,Week 19,Shopping,391.64,Shopping expense,want
2024-05-06 12:36:29,2024-05-06,12:36:29,May 2024,Week 19,Travel,335.4,Travel expense,want
2024-05-06 12:46:15,2024-05-06,12:46:15,May 2024,Week 19,Utilities,125.2,Utilities expense,need
2024-05-06 14:11:47,2024-05-06,14:11:47,May 2024,Week 19,Rent,1156.09,Rent expense,need
2024-05-06 23:18:37,2024-05-06,23:18:37,May 2024,Week 19,Shopping,328.33,Shopping expense,want
2024-05-08 03:47:48,2024-05-08,03:47:48,May 2024,Week 19,Utilities,241.91,Utilities expense,need
2024-05-08 10:14:54,2024-05-08,10:14:54,May 2024,Week 19,Subscriptions,7.58,Subscriptions expense,want
2024-05-08 22:11:55,2024-05-08,22:11:55,May 2024,Week 19,Food Delivery,30.12,Food Delivery expense,want
2024-05-09 03:50:44,2024-05-09,03:50:44,May 2024,Week 19,Entertainment,54.39,Entertainment expense,want
2024-05-10 13:32:59,2024-05-10,13:32:59,May 2024,Week 19,Food Delivery,5.28,Food Delivery expense,want
2024-05-10 16:11:47,2024-05-10,16:11:47,May 2024,Week 19,Groceries,333.67,Groceries expense,need
2024-05-10 18:20:47,2024-05-10,18:20:47,May 2024,Week 19,Food Delivery,7.23,Food Delivery expense,want
2024-05-11 07:36:07,2024-05-11,07:36:07,May 2024,Week 19,Rent,727.52,Rent expense,need
2024-05-11 12:57:01,2024-05-11,12:57:01,May 2024,Week 19,Dining Out,76.49,Dining Out expense,want
2024-05-12 05:56:01,2024-05-12,05:56:01,May 2024,Week 19,Transport,316.51,Transport expense,need
2024-05-12 14:28:27,2024-05-12,14:28:27,May 2024,Week 19,Shopping,24.39,Shopping expense,want
2024-05-13 04:35:40,2024-05-13,04:35:40,May 2024,Week 20,Entertainment,283.8,Entertainment expense,want
2024-05-13 08:25:58,2024-05-13,08:25:58,May 2024,Week 20,Rent,1323.66,Rent expense,need
2024-05-13 09:52:08,2024-05-13,09:52:08,May 2024,Week 20,Subscriptions,5.33,Subscriptions expense,want
2024-05-13 14:27:53,2024-05-13,14:27:53,May 2024,Week 20,Subscriptions,21.57,Subscriptions expense,want
2024-05-15 07:24:34,2024-05-15,07:24:34,May 2024,Week 20,Travel,472.74,Travel expense,want
2024-05-16 16:37:04,2024-05-16,16:37:04,May 2024,Week 20,Transport,492.24,Transport expense,need
2024-05-16 21:50:40,2024-05-16,21:50:40,May 2024,Week 20,Travel,670.29,Travel expense,want
2024-05-18 00:16:21,2024-05-18,00:16:21,May 2024,Week 20,Travel,973.23,Travel expense,want
2024-05-18 03:35:39,2024-05-18,03:35:39,May 2024,Week 20,Dining Out,179.37,Dining Out expense,want
2024-05-19 10:50:04,2024-05-19,10:50:04,May 2024,Week 20,Healthcare,20.08,Healthcare expense,need
2024-05-19 19:14:41,2024-05-19,19:14:41,May 2024,Week 20,Travel,416.72,Travel expense,want
2024-05-20 11:10:45,2024-05-20,11:10:45,May 2024,Week 21,Shopping,372.22,Shopping expense,want
2024-05-20 15:49:10,2024-05-20,15:49:10,May 2024,Week 21,Subscriptions,37.57,Subscriptions expense,want
2024-05-20 21:08:46,2024-05-20,21:08:46,May 2024,Week 21,Subscriptions,45.23,Subscriptions expense,want
2024-05-21 04:41:46,2024-05-21,04:41:46,May 2024,Week 21,Dining Out,30.09,Dining Out expense,want
2024-05-21 11:32:04,2024-05-21,11:32:04,May 2024,Week 21,Healthcare,140.18,Healthcare expense,need
2024-05-23 00:19:49,2024-05-23,00:19:49,May 2024,Week 21,Dining Out,165.54,Dining Out expense,want
2024-05-23 13:44:34,2024-05-23,13:44:34,May 2024,Week 21,Rent,1432.12,Rent expense,need
2024-05-24 01:59:13,2024-05-24,01:59:13,May 2024,Week 21,Healthcare,175.17,Healthcare expense,need
2024-05-24 12:14:54,2024-05-24,12:14:54,May 2024,Week 21,Entertainment,224.87,Entertainment expense,want
2024-05-24 20:01:30,2024-05-24,20:01:30,May 2024,Week 21,Transport,307.27,Transport expense,need
2024-05-25 09:13:44,2024-05-25,09:13:44,May 2024,Week 21,Travel,843.89,Travel expense,want
2024-05-25 18:52:35,2024-05-25,18:52:35,May 2024,Week 21,Subscriptions,43.31,Subscriptions expense,want
2024-05-25 21:04:28,2024-05-25,21:04:28,May 2024,Week 21,Healthcare,198.31,Healthcare expense,need
2024-05-26 08:54:57,2024-05-26,08:54:57,May 2024,Week 21,Shopping,44.15,Shopping expense,want
2024-05-26 20:19:39,2024-05-26,20:19:39,May 2024,Week 21,Dining Out,61.27,Dining Out expense,want
2024-05-26 21:44:39,2024-05-26,21:44:39,May 2024,Week 21,Travel,775.11,Travel expense,want
2024-05-27 02:36:46,2024-05-27,02:36:46,May 2024,Week 22,Travel,342.89,Travel expense,want
2024-05-27 03:11:23,2024-05-27,03:11:23,May 2024,Week 22,Travel,518.93,Travel expense,want
2024-05-27 12:31:54,2024-05-27,12:31:54,May 2024,Week 22,Entertainment,62.45,Entertainment expense,want
2024-05-27 14:54:58,2024-05-27,14:54:58,May 2024,Week 22,Travel,480.03,Travel expense,want
2024-05-28 01:13:17,2024-05-28,01:13:17,May 2024,Week 22,Rent,780.75,Rent expense,need
2024-05-28 14:51:05,2024-05-28,14:51:05,May 2024,Week 22,Rent,1574.51,Rent expense,need
2024-05-29 03:53:39,2024-05-29,03:53:39,May 2024,Week 22,Entertainment,228.92,Entertainment expense,want
2024-05-29 10:24:06,2024-05-29,10:24:06,May 2024,Week 22,Transport,84.56,Transport expense,need
2024-05-29 17:19:46,2024-05-29,17:19:46,May 2024,Week 22,Subscriptions,36.45,Subscriptions expense,want
2024-05-30 10:46:48,2024-05-30,10:46:48,May 2024,Week 22,Utilities,264.64,Utilities expense,need
2024-05-30 11:11:43,2024-05-30,11:11:43,May 2024,Week 22,Utilities,185.16,Utilities expense,need
2024-05-30 16:53:41,2024-05-30,16:53:41,May 2024,Week 22,Food Delivery,88.79,Food Delivery expense,want
2024-05-31 00:19:07,2024-05-31,00:19:07,May 2024,Week 22,Groceries,474.8,Groceries expense,need
2024-06-02 02:20:56,2024-06-02,02:20:56,June 2024,Week 22,Rent,622.05,Rent expense,need
2024-06-02 04:07:13,2024-06-02,04:07:13,June 2024,Week 22,Transport,239.4,Transport expense,need
2024-06-03 02:49:02,2024-06-03,02:49:02,June 2024,Week 23,Shopping,73.41,Shopping expense,want
2024-06-03 09:20:48,2024-06-03,09:20:48,June 2024,Week 23,Healthcare,164.79,Healthcare expense,need
2024-06-03 20:30:39,2024-06-03,20:30:39,June 2024,Week 23,Dining Out,169.7,Dining Out expense,want
2024-06-04 18:54:26,2024-06-04,18:54:26,June 2024,Week 23,Rent,534.49,Rent expense,need
2024-06-06 02:25:50,2024-06-06,02:25:50,June 2024,Week 23,Subscriptions,21.31,Subscriptions expense,want
2024-06-06 12:00:41,2024-06-06,12:00:41,June 2024,Week 23,Travel,174.95,Travel expense,want
2024-06-07 15:32:57,2024-06-07,15:32:57,June 2024,Week 23,Transport,85.99,Transport expense,need
2024-06-07 18:13:04,2024-06-07,18:13:04,June 2024,Week 23,Subscriptions,37.57,Subscriptions expense,want
2024-06-08 05:28:07,2024-06-08,05:28:07,June 2024,Week 23,Utilities,219.16,Utilities expense,need
2024-06-08 07:14:11,2024-06-08,07:14:11,June 2024,Week 23,Subscriptions,48.8,Subscriptions expense,want
2024-06-08 21:00:24,2024-06-08,21:00:24,June 2024,Week 23,Entertainment,94.54,Entertainment expense,want
2024-06-09 21:02:38,2024-06-09,21:02:38,June 2024,Week 23,Healthcare,29.74,Healthcare expense,need
2024-06-09 23:00:27,2024-06-09,23:00:27,June 2024,Week 23,Healthcare,218.57,Healthcare expense,need
2024-06-10 00:21:06,2024-06-10,00:21:06,June 2024,Week 24,Transport,483.47,Transport expense,need
2024-06-10 20:15:37,2024-06-10,20:15:37,June 2024,Week 24,Transport,423.07,Transport expense,need
2024-06-11 21:58:15,2024-06-11,21:58:15,June 2024,Week 24,Utilities,185.9,Utilities expense,need
2024-06-12 08:09:48,2024-06-12,08:09:48,June 2024,Week 24,Utilities,89.36,Utilities expense,need
2024-06-12 16:07:13,2024-06-12,16:07:13,June 2024,Week 24,Healthcare,242.38,Healthcare expense,need
2024-06-13 03:19:45,2024-06-13,03:19:45,June 2024,Week 24,Dining Out,40.93,Dining Out expense,want
2024-06-13 16:24:04,2024-06-13,16:24:04,June 2024,Week 24,Utilities,125.0,Utilities expense,need
2024-06-13 19:54:15,2024-06-13,19:54:15,June 2024,Week 24,Shopping,474.64,Shopping expense,want
2024-06-13 22:11:04,2024-06-13,22:11:04,June 2024,Week 24,Dining Out,22.04,Dining Out expense,want
2024-06-14 01:47:17,2024-06-14,01:47:17,June 2024,Week 24,Subscriptions,47.74,Subscriptions expense,want
2024-06-14 23:00:43,2024-06-14,23:00:43,June 2024,Week 24,Utilities,248.35,Utilities expense,need
2024-06-15 18:14:04,2024-06-15,18:14:04,June 2024,Week 24,Entertainment,121.75,Entertainment expense,want
2024-06-16 20:51:19,2024-06-16,20:51:19,June 2024,Week 24,Entertainment,168.69,Entertainment expense,want
2024-06-17 03:00:48,2024-06-17,03:00:48,June 2024,Week 25,Food Delivery,54.6,Food Delivery expense,want
2024-06-17 08:48:25,2024-06-17,08:48:25,June 2024,Week 25,Food Delivery,10.07,Food Delivery expense,want
2024-06-17 09:14:34,2024-06-17,09:14:34,June 2024,Week 25,Shopping,229.41,Shopping expense,want
2024-06-17 22:20:22,2024-06-17,22:20:22,June 2024,Week 25,Healthcare,119.57,Healthcare expense,need
2024-06-18 01:45:35,2024-06-18,01:45:35,June 2024,Week 25,Subscriptions,43.09,Subscriptions expense,want
2024-06-18 16:16:18,2024-06-18,16:16:18,June 2024,Week 25,Healthcare,240.2,Healthcare expense,need
2024-06-19 03:22:39,2024-06-19,03:22:39,June 2024,Week 25,Healthcare,163.64,Healthcare expense,need
2024-06-19 04:39:43,2024-06-19,04:39:43,June 2024,Week 25,Travel,193.09,Travel expense,want
2024-06-19 20:16:54,2024-06-19,20:16:54,June 2024,Week 25,Rent,1787.79,Rent expense,need
2024-06-20 04:51:57,2024-06-20,04:51:57,June 2024,Week 25,Travel,619.86,Travel expense,want
2024-06-20 13:47:59,2024-06-20,13:47:59,June 2024,Week 25,Rent,1629.73,Rent expense,need
2024-06-20 18:36:43,2024-06-20,18:36:43,June 2024,Week 25,Subscriptions,37.81,Subscriptions expense,want
2024-06-20 20:52:38,2024-06-20,20:52:38,June 2024,Week 25,Dining Out,72.96,Dining Out expense,want
2024-06-21 01:35:21,2024-06-21,01:35:21,June 2024,Week 25,Food Delivery,94.53,Food Delivery expense,want
2024-06-22 03:44:00,2024-06-22,03:44:00,June 2024,Week 25,Utilities,232.56,Utilities expense,need
2024-06-22 12:44:13,2024-06-22,12:44:13,June 2024,Week 25,Shopping,332.85,Shopping expense,want
2024-06-22 15:14:20,2024-06-22,15:14:20,June 2024,Week 25,Groceries,438.12,Groceries expense,need
2024-06-23 03:14:22,2024-06-23,03:14:22,June 2024,Week 25,Healthcare,25.58,Healthcare expense,need
2024-06-23 15:28:11,2024-06-23,15:28:11,June 2024,Week 25,Transport,171.54,Transport expense,need
2024-06-24 04:47:27,2024-06-24,04:47:27,June 2024,Week 26,Dining Out,144.01,Dining Out expense,want
2024-06-24 13:02:39,2024-06-24,13:02:39,June 2024,Week 26,Healthcare,20.77,Healthcare expense,need
2024-06-24 17:38:30,2024-06-24,17:38:30,June 2024,Week 26,Groceries,448.38,Groceries expense,need
2024-06-24 17:59:18,2024-06-24,17:59:18,June 2024,Week 26,Transport,135.56,Transport expense,need
2024-06-24 19:16:30,2024-06-24,19:16:30,June 2024,Week 26,Shopping,128.89,Shopping expense,want
2024-06-24 20:41:54,2024-06-24,20:41:54,June 2024,Week 26,Groceries,264.97,Groceries expense,need
2024-06-24 22:19:36,2024-06-24,22:19:36,June 2024,Week 26,Entertainment,253.13,Entertainment expense,want
2024-06-26 10:16:41,2024-06-26,10:16:41,June 2024,Week 26,Dining Out,173.23,Dining Out expense,want
2024-06-26 10:17:33,2024-06-26,10:17:33,June 2024,Week 26,Rent,707.27,Rent expense,need
2024-06-27 03:38:33,2024-06-27,03:38:33,June 2024,Week 26,Transport,192.21,Transport expense,need
2024-06-27 07:47:26,2024-06-27,07:47:26,June 2024,Week 26,Dining Out,38.3,Dining Out expense,want
2024-06-27 17:40:15,2024-06-27,17:40:15,June 2024,Week 26,Utilities,294.0,Utilities expense,need
2024-06-28 03:19:56,2024-06-28,03:19:56,June 2024,Week 26,Dining Out,170.3,Dining Out expense,want
2024-06-28 09:24:04,2024-06-28,09:24:04,June 2024,Week 26,Travel,835.05,Travel expense,want
2024-06-28 21:29:11,2024-06-28,21:29:11,June 2024,Week 26,Rent,1933.77,Rent expense,need
2024-06-30 13:02:10,2024-06-30,13:02:10,June 2024,Week 26,Healthcare,111.56,Healthcare expense,need
2024-06-30 14:18:26,2024-06-30,14:18:26,June 2024,Week 26,Dining Out,97.25,Dining Out expense,want
2024-06-30 22:55:04,2024-06-30,22:55:04,June 2024,Week 26,Rent,1652.41,Rent expense,need
2024-07-01 03:46:32,2024-07-01,03:46:32,July 2024,Week 27,Dining Out,68.72,Dining Out expense,want
2024-07-01 06:02:04,2024-07-01,06:02:04,July 2024,Week 27,Shopping,76.62,Shopping expense,want
2024-07-01 09:27:31,2024-07-01,09:27:31,July 2024,Week 27,Subscriptions,6.33,Subscriptions expense,want
2024-07-01 12:32:59,2024-07-01,12:32:59,July 2024,Week 27,Groceries,225.37,Groceries expense,need
2024-07-01 16:47:56,2024-07-01,16:47:56,July 2024,Week 27,Food Delivery,19.29,Food Delivery expense,want
2024-07-01 23:08:05,2024-07-01,23:08:05,July 2024,Week 27,Dining Out,25.74,Dining Out expense,want
2024-07-02 17:09:39,2024-07-02,17:09:39,July 2024,Week 27,Healthcare,266.32,Healthcare expense,need
2024-07-03 02:40:20,2024-07-03,02:40:20,July 2024,Week 27,Shopping,414.24,Shopping expense,want
2024-07-03 09:25:08,2024-07-03,09:25:08,July 2024,Week 27,Healthcare,145.01,Healthcare expense,need
2024-07-03 15:10:22,2024-07-03,15:10:22,July 2024,Week 27,Groceries,116.04,Groceries expense,need
2024-07-03 19:50:36,2024-07-03,19:50:36,July 2024,Week 27,Shopping,438.12,Shopping expense,want
2024-07-05 02:10:48,2024-07-05,02:10:48,July 2024,Week 27,Food Delivery,94.01,Food Delivery expense,want
2024-07-07 01:46:22,2024-07-07,01:46:22,July 2024,Week 27,Rent,1899.93,Rent expense,need
2024-07-08 07:26:27,2024-07-08,07:26:27,July 2024,Week 28,Shopping,57.79,Shopping expense,want
2024-07-08 20:01:31,2024-07-08,20:01:31,July 2024,Week 28,Subscriptions,31.92,Subscriptions expense,want
2024-07-09 06:47:35,2024-07-09,06:47:35,July 2024,Week 28,Utilities,187.39,Utilities expense,need
2024-07-09 15:06:16,2024-07-09,15:06:16,July 2024,Week 28,Subscriptions,28.79,Subscriptions expense,want
2024-07-09 16:10:15,2024-07-09,16:10:15,July 2024,Week 28,Transport,70.93,Transport expense,need
2024-07-09 22:30:56,2024-07-09,22:30:56,July 2024,Week 28,Entertainment,39.36,Entertainment expense,want
2024-07-10 20:43:11,2024-07-10,20:43:11,July 2024,Week 28,Groceries,310.71,Groceries expense,need
2024-07-11 22:43:54,2024-07-11,22:43:54,July 2024,Week 28,Transport,120.58,Transport expense,need
2024-07-12 10:57:59,2024-07-12,10:57:59,July 2024,Week 28,Groceries,349.59,Groceries expense,need
2024-07-12 11:08:17,2024-07-12,11:08:17,July 2024,Week 28,Travel,763.04,Travel expense,want
2024-07-13 05:55:59,2024-07-13,05:55:59,July 2024,Week 28,Healthcare,38.49,Healthcare expense,need
2024-07-13 10:03:42,2024-07-13,10:03:42,July 2024,Week 28,Groceries,434.6,Groceries expense,need
2024-07-13 16:31:19,2024-07-13,16:31:19,July 2024,Week 28,Utilities,95.22,Utilities expense,need
2024-07-13 22:20:39,2024-07-13,22:20:39,July 2024,Week 28,Shopping,295.91,Shopping expense,want
2024-07-14 00:32:44,2024-07-14,00:32:44,July 2024,Week 28,Food Delivery,56.95,Food Delivery expense,want
2024-07-14 06:25:37,2024-07-14,06:25:37,July 2024,Week 28,Entertainment,169.94,Entertainment expense,want
2024-07-14 10:13:42,2024-07-14,10:13:42,July 2024,Week 28,Utilities,225.98,Utilities expense,need
2024-07-14 15:48:40,2024-07-14,15:48:40,July 2024,Week 28,Travel,244.36,Travel expense,want
2024-07-14 21:42:12,2024-07-14,21:42:12,July 2024,Week 28,Food Delivery,89.95,Food Delivery expense,want
2024-07-15 01:51:42,2024-07-15,01:51:42,July 2024,Week 29,Transport,468.75,Transport expense,need
2024-07-15 17:43:18,2024-07-15,17:43:18,July 2024,Week 29,Travel,823.84,Travel expense,want
2024-07-16 19:20:24,2024-07-16,19:20:24,July 2024,Week 29,Travel,702.58,Travel expense,want
2024-07-17 02:10:46,2024-07-17,02:10:46,July 2024,Week 29,Transport,425.23,Transport expense,need
2024-07-17 14:26:57,2024-07-17,14:26:57,July 2024,Week 29,Shopping,304.73,Shopping expense,want
2024-07-17 21:07:46,2024-07-17,21:07:46,July 2024,Week 29,Food Delivery,77.68,Food Delivery expense,want
2024-07-18 04:00:26,2024-07-18,04:00:26,July 2024,Week 29,Transport,355.21,Transport expense,need
2024-07-20 06:19:37,2024-07-20,06:19:37,July 2024,Week 29,Food Delivery,11.11,Food Delivery expense,want
2024-07-21 06:34:02,2024-07-21,06:34:02,July 2024,Week 29,Travel,723.74,Travel expense,want
2024-07-21 18:55:10,2024-07-21,18:55:10,July 2024,Week 29,Food Delivery,31.8,Food Delivery expense,want
2024-07-22 13:04:31,2024-07-22,13:04:31,July 2024,Week 30,Transport,421.69,Transport expense,need
2024-07-22 16:54:58,2024-07-22,16:54:58,July 2024,Week 30,Shopping,111.96,Shopping expense,want
2024-07-23 11:24:08,2024-07-23,11:24:08,July 2024,Week 30,Dining Out,133.19,Dining Out expense,want
2024-07-23 22:10:50,2024-07-23,22:10:50,July 2024,Week 30,Entertainment,72.98,Entertainment expense,want
2024-07-24 10:46:46,2024-07-24,10:46:46,July 2024,Week 30,Food Delivery,31.3,Food Delivery expense,want
2024-07-24 11:48:39,2024-07-24,11:48:39,July 2024,Week 30,Entertainment,25.97,Entertainment expense,want
2024-07-26 00:31:52,2024-07-26,00:31:52,July 2024,Week 30,Subscriptions,12.4,Subscriptions expense,want
2024-07-26 23:58:17,2024-07-26,23:58:17,July 2024,Week 30,Rent,749.58,Rent expense,need
2024-07-27 17:45:43,2024-07-27,17:45:43,July 2024,Week 30,Utilities,260.12,Utilities expense,need
2024-07-29 02:36:22,2024-07-29,02:36:22,July 2024,Week 31,Shopping,449.95,Shopping expense,want
2024-07-29 14:16:05,2024-07-29,14:16:05,July 2024,Week 31,Shopping,84.87,Shopping expense,want
2024-07-29 18:52:54,2024-07-29,18:52:54,July 2024,Week 31,Dining Out,41.38,Dining Out expense,want
2024-07-31 05:00:05,2024-07-31,05:00:05,July 2024,Week 31,Dining Out,103.04,Dining Out expense,want
2024-07-31 19:41:55,2024-07-31,19:41:55,July 2024,Week 31,Travel,453.28,Travel expense,want
2024-07-31 20:40:10,2024-07-31,20:40:10,July 2024,Week 31,Food Delivery,98.63,Food Delivery expense,want
2024-08-01 06:07:18,2024-08-01,06:07:18,August 2024,Week 31,Dining Out,183.72,Dining Out expense,want
2024-08-01 15:19:27,2024-08-01,15:19:27,August 2024,Week 31,Rent,791.2,Rent expense,need
2024-08-01 21:23:18,2024-08-01,21:23:18,August 2024,Week 31,Transport,97.48,Transport expense,need
2024-08-01 23:57:44,2024-08-01,23:57:44,August 2024,Week 31,Transport,437.4,Transport expense,need
2024-08-02 06:56:24,2024-08-02,06:56:24,August 2024,Week 31,Healthcare,81.82,Healthcare expense,need
2024-08-02 13:15:51,2024-08-02,13:15:51,August 2024,Week 31,Healthcare,257.7,Healthcare expense,need
2024-08-02 16:27:47,2024-08-02,16:27:47,August 2024,Week 31,Food Delivery,74.75,Food Delivery expense,want
2024-08-03 06:24:06,2024-08-03,06:24:06,August 2024,Week 31,Groceries,217.45,Groceries expense,need
2024-08-03 21:51:53,2024-08-03,21:51:53,August 2024,Week 31,Food Delivery,47.12,Food Delivery expense,want
2024-08-04 07:33:35,2024-08-04,07:33:35,August 2024,Week 31,Dining Out,85.42,Dining Out expense,want
2024-08-04 09:17:29,2024-08-04,09:17:29,August 2024,Week 31,Transport,465.76,Transport expense,need
2024-08-04 23:24:54,2024-08-04,23:24:54,August 2024,Week 31,Shopping,189.32,Shopping expense,want
2024-08-05 03:02:04,2024-08-05,03:02:04,August 2024,Week 32,Groceries,68.85,Groceries expense,need
2024-08-05 20:47:23,2024-08-05,20:47:23,August 2024,Week 32,Groceries,444.47,Groceries expense,need
2024-08-05 20:51:33,2024-08-05,20:51:33,August 2024,Week 32,Entertainment,275.96,Entertainment expense,want
2024-08-07 00:56:26,2024-08-07,00:56:26,August 2024,Week 32,Transport,335.95,Transport expense,need
2024-08-07 08:31:15,2024-08-07,08:31:15,August 2024,Week 32,Shopping,306.8,Shopping expense,want
2024-08-07 13:01:17,2024-08-07,13:01:17,August 2024,Week 32,Healthcare,183.12,Healthcare expense,need
2024-08-07 14:57:20,2024-08-07,14:57:20,August 2024,Week 32,Utilities,272.8,Utilities expense,need
2024-08-08 10:43:59,2024-08-08,10:43:59,August 2024,Week 32,Entertainment,231.96,Entertainment expense,want
2024-08-08 16:44:15,2024-08-08,16:44:15,August 2024,Week 32,Transport,131.06,Transport expense,need
2024-08-09 01:20:13,2024-08-09,01:20:13,August 2024,Week 32,Rent,1759.41,Rent expense,need
2024-08-09 03:47:58,2024-08-09,03:47:58,August 2024,Week 32,Groceries,283.89,Groceries expense,need
2024-08-09 13:50:20,2024-08-09,13:50:20,August 2024,Week 32,Travel,80.03,Travel expense,want
2024-08-09 15:45:05,2024-08-09,15:45:05,August 2024,Week 32,Groceries,404.48,Groceries expense,need
2024-08-11 09:48:09,2024-08-11,09:48:09,August 2024,Week 32,Rent,949.08,Rent expense,need
2024-08-11 14:58:55,2024-08-11,14:58:55,August 2024,Week 32,Transport,268.36,Transport expense,need
2024-08-11 21:25:41,2024-08-11,21:25:41,August 2024,Week 32,Food Delivery,92.28,Food Delivery expense,want
2024-08-12 05:02:55,2024-08-12,05:02:55,August 2024,Week 33,Transport,467.17,Transport expense,need
2024-08-13 21:11:24,2024-08-13,21:11:24,August 2024,Week 33,Food Delivery,44.2,Food Delivery expense,want
2024-08-14 00:19:06,2024-08-14,00:19:06,August 2024,Week 33,Rent,651.52,Rent expense,need
2024-08-14 02:09:06,2024-08-14,02:09:06,August 2024,Week 33,Travel,73.57,Travel expense,want
2024-08-14 13:51:03,2024-08-14,13:51:03,August 2024,Week 33,Healthcare,182.2,Healthcare expense,need
2024-08-14 22:18:26,2024-08-14,22:18:26,August 2024,Week 33,Subscriptions,19.37,Subscriptions expense,want
2024-08-15 15:32:21,2024-08-15,15:32:21,August 2024,Week 33,Groceries,387.81,Groceries expense,need
2024-08-16 07:36:00,2024-08-16,07:36:00,August 2024,Week 33,Subscriptions,35.0,Subscriptions expense,want
2024-08-16 11:55:28,2024-08-16,11:55:28,August 2024,Week 33,Entertainment,97.87,Entertainment expense,want
2024-08-16 22:47:11,2024-08-16,22:47:11,August 2024,Week 33,Transport,352.9,Transport expense,need
2024-08-17 06:54:42,2024-08-17,06:54:42,August 2024,Week 33,Subscriptions,6.1,Subscriptions expense,want
2024-08-18 04:21:29,2024-08-18,04:21:29,August 2024,Week 33,Groceries,76.84,Groceries expense,need
2024-08-18 04:34:38,2024-08-18,04:34:38,August 2024,Week 33,Dining Out,110.6,Dining Out expense,want
2024-08-18 11:56:40,2024-08-18,11:56:40,August 2024,Week 33,Groceries,481.31,Groceries expense,need
2024-08-19 01:25:46,2024-08-19,01:25:46,August 2024,Week 34,Travel,905.86,Travel expense,want
2024-08-19 23:28:38,2024-08-19,23:28:38,August 2024,Week 34,Travel,581.45,Travel expense,want
2024-08-20 04:16:15,2024-08-20,04:16:15,August 2024,Week 34,Transport,52.44,Transport expense,need
2024-08-20 05:44:13,2024-08-20,05:44:13,August 2024,Week 34,Entertainment,142.26,Entertainment expense,want
2024-08-21 02:48:52,2024-08-21,02:48:52,August 2024,Week 34,Rent,545.53,Rent expense,need
2024-08-22 10:25:53,2024-08-22,10:25:53,August 2024,Week 34,Entertainment,157.03,Entertainment expense,want
2024-08-22 16:43:09,2024-08-22,16:43:09,August 2024,Week 34,Shopping,398.32,Shopping expense,want
2024-08-22 17:02:36,2024-08-22,17:02:36,August 2024,Week 34,Shopping,182.16,Shopping expense,want
2024-08-22 23:44:39,2024-08-22,23:44:39,August 2024,Week 34,Healthcare,162.12,Healthcare expense,need
